date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20,625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,3815,31,31,0
20,494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,321,35,52,0
20,926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,1440,35,58,0
20,600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,3585,35,54,0
20,430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,1702,18,19,0
20,307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,2345,11,11,0
20,604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,2387,10,73,0
20,219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,2590,35,65,0
20,270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,4358,35,54,0
20,432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,3923,35,63,0
20,361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,2491,10,73,0
20,249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0,3743,6,68,0
20,320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,1289,27,27,0
20,305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,425,35,69,0
20,235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0,232,35,65,0
20,657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,3596,35,57,0
20,385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,1165,3,7,0
20,389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,2757,14,13,0
20,150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,74,35,69,0
20,254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,1167,1,45,0
20,555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,1096,3,5,0
20,1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,2316,3,7,0
20,245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,1965,14,2,0
20,319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,3894,35,71,0
20,337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,560,35,60,0
20,492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,3762,35,50,0
20,1170000.0,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,3301,19,21,0
20,348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,896,19,22,0
20,180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,2621,32,35,0
20,400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,3578,35,63,0
20,295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,1286,27,27,0
20,910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,1035,31,31,0
20,431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,3798,35,63,0
20,180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,784,34,69,0
20,677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,690,35,47,0
20,1180500.0,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,53,35,53,0
20,635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,1742,33,42,0
20,482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,1170,42,44,0
20,168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,4266,35,49,0
20,805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,2700,35,50,0
20,398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,2528,4,8,0
20,665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,928,25,37,0
20,592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,1488,31,31,0
20,940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,3689,35,50,0
20,655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,2483,33,43,0
20,622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,2872,38,38,0
20,380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,1704,35,64,0
20,648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,759,19,21,0
20,432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,1764,31,32,0
20,1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,2742,3,3,0
20,353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,1032,35,64,0
20,1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,2109,33,43,0
20,320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,4171,35,56,0
20,349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,2910,14,2,0
20,330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,1914,18,26,0
20,408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,2988,34,72,0
20,321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,793,35,60,0
20,1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,2007,0,2271,16,17,0
20,359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,3898,35,47,0
20,300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,4230,35,51,0
20,380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,4292,35,57,0
20,660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,180,31,32,0
20,355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,4253,35,47,0
20,259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,1005,1,1,0
20,430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,1967,35,64,0
21,460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,4124,35,56,0
21,782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,1258,3,5,0
21,218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,3470,12,12,0
21,325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,3344,35,57,0
21,980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,831,35,74,0
21,902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,3364,3,5,0
21,556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,3975,14,13,0
21,662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,2228,35,55,0
21,225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,2779,30,30,0
21,439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,2652,32,37,0
21,306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,1024,42,44,0
21,399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,1924,27,27,0
21,478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,3676,35,54,0
21,515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,3656,35,63,0
21,550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,4368,32,34,0
21,149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,586,35,65,0
21,526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,4062,35,54,0
21,625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,1945,33,42,0
21,950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,1037,3,6,0
21,377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,1470,36,62,0
21,648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,2115,35,52,0
21,383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,4278,35,61,0
21,535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,137,31,31,0
21,449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,4197,35,54,0
21,465425.0,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,1967,2011,972,42,41,0
21,599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,3207,35,47,0
21,416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,860,31,31,0
21,595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,2383,35,52,0
21,200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,1618,32,33,0
21,402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,2130,16,17,0
21,433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,1966,0,1155,3,5,0
21,275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,1979,2014,2486,14,2,0
21,410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,1983,2009,592,19,22,0
21,554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,1965,1982,1629,6,68,0
21,1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,1988,2000,2895,35,56,0
21,735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,1984,0,910,31,31,0
21,607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,1951,1999,2651,3,3,0
21,258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,1988,2000,1845,21,23,0
21,661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,1940,0,1981,35,55,0
21,945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,1952,2008,4475,8,3,0
21,132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,1967,2011,3262,1,0,0
21,467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,1973,2013,3810,31,31,0
21,1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,1990,2009,2406,23,25,0
21,641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,1926,0,3831,35,56,0
21,350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,1947,1988,1172,36,67,0
21,335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,1983,0,1026,32,36,0
21,440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,1965,0,4000,16,15,0
21,464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,3814,35,63,0
21,300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,1947,2012,3903,35,71,0
21,670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,1951,1994,2000,35,46,0
21,552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,1919,1985,3675,35,54,0
21,244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,1943,2002,42,35,65,0
21,788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,2005,0,4318,31,32,0
21,445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,1987,2000,1552,32,34,0
21,530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,1951,1999,4016,35,54,0
21,90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,1943,2002,3816,35,71,0
21,585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,4058,35,56,0
21,498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,1924,2009,1756,19,21,0
21,379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,1940,1996,1303,35,54,0
21,462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,1919,1934,4194,35,54,0
21,388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,1993,0,1140,32,36,0
21,255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,1984,0,306,18,19,0
21,665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,1966,0,447,3,5,0
21,550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,1959,0,381,3,5,0
21,606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,1947,2012,601,35,50,0
21,334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,1965,0,522,35,71,0
21,360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,4302,35,47,0
21,235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,2007,0,2552,35,61,0
21,580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,2008,0,3564,35,47,0
21,355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,2007,0,4396,35,47,0
21,375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,2006,0,1275,35,59,0
22,372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,1979,0,1256,27,27,0
22,479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,1924,2011,3702,35,47,0
22,2000000.0,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,2004,2003,3209,33,43,0
22,501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,1924,1956,4026,35,54,0
22,245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,1994,0,1989,21,23,0
22,496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,1989,0,2887,16,17,0
22,347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,1996,0,269,1,45,0
22,199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,1943,0,2642,32,36,0
22,440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,2007,0,2840,38,38,0
22,820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,2005,0,1611,33,43,0
23,325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,1984,0,1509,34,72,0
23,195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,1991,0,356,12,12,0
23,295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,2031,21,23,0
23,355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,1955,0,1624,36,62,0
24,276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,3558,35,49,0
24,460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,1976,1992,1639,11,11,0
24,370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,2001,0,1359,36,67,0
24,346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,2009,0,355,32,36,0
24,172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,1972,2002,3405,1,0,0
24,379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,1956,0,3808,17,16,0
25,468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,1942,1982,2672,35,54,0
25,477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,1978,0,3499,35,57,0
25,529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,1924,0,3680,35,50,0
25,312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,2004,2003,360,35,60,0
25,326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,1942,1999,359,35,70,0
25,360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,1954,2005,169,35,60,0
25,438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,1961,2001,1487,17,16,0
25,360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,1954,2005,1564,36,70,0
25,1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,1921,2006,2852,35,64,0
25,688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,1913,2014,2715,35,64,0
25,585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,3365,16,15,0
25,265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,1983,0,216,18,19,0
25,375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,1973,2013,748,19,22,0
25,326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,1092,42,41,0
25,160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,1918,0,583,35,71,0
25,1570000.0,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,1927,0,1039,35,53,0
25,735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,2004,2003,4523,33,43,0
25,400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,1940,0,3020,35,54,0
25,800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,1952,2013,336,19,21,0
25,949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,1978,0,114,3,3,0
25,405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,1949,1985,1978,36,62,0
25,399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,1979,2014,1251,32,36,0
25,730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,1951,0,4071,35,56,0
25,1795000.0,4.0,3.25,4060,13000,2.0,0,3,3,4060,0,2000,0,3858,23,25,0
25,260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,2003,0,2634,28,28,0
25,751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,1902,0,3502,35,53,0
25,325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,1983,0,2293,18,26,0
25,344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,1941,1998,3254,18,18,0
25,457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,1925,0,1183,35,51,0
25,389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,1962,0,885,17,16,0
25,515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,2005,0,3514,32,37,0
25,732000.0,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,2004,2003,3707,35,50,0
25,415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,1964,2000,1042,36,67,0
25,1655000.0,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,1937,2009,2118,35,74,0
25,535000.0,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,1951,1994,3806,35,54,0
25,540000.0,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,1940,2003,1782,35,55,0
25,525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,1926,0,4024,35,54,0
25,283200.0,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,2004,2003,2326,18,18,0
25,1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,1926,0,1046,35,53,0
25,495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,1956,0,1421,3,6,0
25,292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,2003,0,174,40,71,0
25,415000.0,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,1961,2004,4268,19,22,0
25,295832.0,5.0,1.0,1410,6400,1.0,0,0,5,960,450,1955,0,1686,10,73,0
25,450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,1999,0,2470,11,11,0
25,1381000.0,4.0,3.75,3160,9525,2.5,0,0,3,3160,0,1997,0,3366,23,25,0
25,499950.0,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,2014,0,3942,35,64,0
25,465000.0,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,1967,0,853,19,22,0
25,329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,1964,0,4158,35,49,0
25,475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,1984,0,1117,31,31,0
25,255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,1696,36,67,0
25,435000.0,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,1928,1954,3017,35,61,0
25,685000.0,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,2001,0,3733,3,5,0
25,715000.0,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,2002,0,2037,31,32,0
25,780000.0,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,1925,2006,1554,35,58,0
25,345000.0,2.0,1.5,1180,844,2.0,0,0,3,990,190,2005,0,2726,35,64,0
25,355000.0,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,2003,0,103,32,37,0
25,282000.0,3.0,2.5,1680,15711,1.0,0,0,3,1240,440,1994,0,1661,18,19,0
25,244000.0,3.0,1.0,910,5250,1.0,0,0,4,910,0,1971,0,561,6,68,0
25,967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,1951,1999,2599,35,74,0
25,375000.0,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,1965,1993,3525,35,57,0
25,1600000.0,3.0,3.25,3790,19000,2.0,0,4,3,3790,0,1985,0,1391,35,70,0
25,994000.0,3.0,2.25,2510,6339,1.5,0,2,5,1810,700,1932,2002,2723,35,74,0
25,313000.0,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,1948,1985,1050,36,62,0
25,304000.0,3.0,1.0,900,7500,1.0,0,0,4,900,0,1972,0,4063,19,22,0
25,675000.0,3.0,2.5,2540,7680,2.0,0,1,4,2540,0,1940,2001,426,35,70,0
25,305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,1968,0,1205,32,36,0
25,280000.0,3.0,1.0,1200,6250,1.0,0,0,3,920,280,1943,2002,119,35,69,0
25,960000.0,5.0,4.0,3720,15200,2.0,0,0,3,3720,0,2005,0,830,33,43,0
25,500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,1988,2000,2982,16,17,0
25,274950.0,3.0,1.75,1670,7415,1.0,0,0,3,1320,350,1987,2000,1263,9,26,0
25,455600.0,3.0,2.5,2420,8252,2.0,0,0,3,2420,0,1998,2006,3871,38,38,0
25,970000.0,5.0,3.0,3480,15185,2.0,0,0,4,3480,0,1964,0,2914,23,25,0
25,312900.0,4.0,2.5,1630,4473,2.0,0,0,3,1630,0,2003,0,2124,21,23,0
25,535000.0,4.0,2.5,2340,5600,2.0,0,0,3,2340,0,1921,2013,67,35,65,0
25,427000.0,2.0,1.0,920,3780,1.0,0,0,3,920,0,1910,2006,4140,35,47,0
25,405000.0,2.0,1.0,910,6490,1.0,0,0,3,910,0,1942,1999,4185,35,54,0
25,480000.0,3.0,1.0,1150,4945,1.0,0,2,3,1150,0,1943,2002,3124,35,61,0
25,725000.0,3.0,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,3131,35,50,0
25,268000.0,4.0,2.0,1930,6600,1.0,0,0,4,1030,900,1967,0,722,6,69,0
25,488000.0,3.0,2.5,1590,2550,3.0,0,0,3,1590,0,1985,0,3809,35,56,0
25,760000.0,4.0,2.5,3330,7399,2.0,0,0,3,3330,0,2009,0,796,31,31,0
25,1710000.0,5.0,4.5,4590,14685,2.0,0,0,3,4590,0,2009,0,3763,19,21,0
25,754950.0,3.0,2.5,2610,7256,2.0,0,0,3,2610,0,2014,0,442,19,21,0
25,263900.0,3.0,2.5,1658,2700,2.0,0,0,3,1658,0,2014,0,1824,10,73,0
25,460000.0,3.0,3.5,1600,1431,2.0,0,0,3,1240,360,2006,0,4090,35,56,0
25,399950.0,3.0,3.0,1296,1051,3.0,0,0,3,1296,0,2009,0,500,35,60,0
25,370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,2009,0,3021,35,57,0
25,450800.0,4.0,3.25,2510,5311,2.0,0,0,3,2510,0,2009,0,2930,32,34,0
25,627000.0,3.0,3.5,2710,3475,2.0,0,0,3,1650,1060,2005,0,4520,16,15,0
25,495000.0,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,2013,1923,3059,35,57,0
26,310000.0,3.0,1.0,1430,19901,1.5,0,0,4,1430,0,1927,0,4203,17,16,0
26,215000.0,2.0,1.0,1320,8865,1.0,0,0,4,1320,0,1943,0,2161,6,69,0
26,267000.0,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,2007,0,2881,14,0,0
26,365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,1963,2008,3966,17,16,0
26,544500.0,4.0,2.5,2230,10414,1.0,0,0,5,1450,780,1974,0,2580,16,43,0
26,599000.0,4.0,2.75,2020,2750,1.0,0,0,3,1010,1010,1917,2014,2704,35,59,0
26,815000.0,4.0,2.25,2000,3800,2.0,0,0,3,2000,0,2001,0,4060,35,54,0
26,254000.0,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,1952,0,1241,36,62,0
26,740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,1923,0,2801,35,56,0
26,925000.0,3.0,2.5,2690,7000,2.0,0,0,5,1840,850,1943,0,3853,35,54,0
26,1285000.0,4.0,2.5,3240,10800,1.0,0,0,3,2260,980,1946,0,3645,35,48,0
26,537000.0,3.0,2.5,1550,12920,2.0,0,0,5,1550,0,1999,0,214,19,21,0
26,335000.0,4.0,2.0,1480,3132,1.0,0,0,5,740,740,1910,0,3652,35,51,0
26,840000.0,4.0,2.75,3040,2800,2.0,0,0,3,2100,940,1906,2014,2679,35,46,0
26,224000.0,3.0,1.5,1560,7300,1.0,0,0,4,1040,520,1964,0,3177,1,0,0
26,395000.0,3.0,2.5,2250,3757,2.0,0,0,3,2250,0,2006,0,3834,32,37,0
26,450000.0,3.0,1.0,1100,4600,1.0,0,0,3,1100,0,1917,2009,3052,35,55,0
26,681000.0,3.0,1.0,1700,6356,1.5,0,0,3,1700,0,1907,1983,3073,35,57,0
26,370000.0,3.0,1.0,800,2296,1.0,0,0,4,800,0,1908,0,544,35,47,0
26,429000.0,2.0,1.75,1350,6315,1.0,0,0,3,1350,0,2005,0,1960,31,32,0
26,150000.0,3.0,1.0,820,7680,1.5,0,0,3,820,0,1910,2006,4223,35,49,0
26,555000.0,3.0,2.5,3160,4270,2.0,0,0,3,2650,510,2006,0,256,5,9,0
26,225000.0,3.0,2.5,1680,6755,2.0,0,0,3,1680,0,1994,0,2600,1,45,0
26,245100.0,3.0,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0,223,1,45,0
26,665000.0,3.0,2.5,2190,10370,2.0,0,0,3,2190,0,1987,2000,724,33,42,0
26,535000.0,3.0,2.5,1720,4006,2.0,0,0,3,1720,0,1994,0,3189,16,17,0
26,305000.0,3.0,1.0,1160,11776,1.0,0,0,3,1160,0,1968,1997,1100,42,44,0
26,215000.0,3.0,1.75,1210,8075,1.0,0,0,4,1210,0,1983,0,585,28,28,0
26,432500.0,3.0,1.75,1980,5100,1.0,0,0,3,1270,710,1965,1993,4244,35,47,0
26,655000.0,4.0,2.5,2990,5669,2.0,0,0,3,2990,0,2003,0,1906,33,42,0
26,266200.0,3.0,1.5,1430,9600,1.0,0,0,4,1430,0,1966,0,854,32,37,0
